Price,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,CC,Doors,Cylinders,Weight,Reg_Fee
13450,5,2001,28362,Petrol,110,1,0,1600,3,4,1040,719.3783064291865
13750,7,2001,28150,Petrol,110,1,0,1600,5,4,1075,733.1654106253828
12950,2,2001,27301,Petrol,110,1,0,1600,3,4,1040,673.3273420124619
12750,12,2001,27240,Petrol,110,1,0,1600,5,4,1075,682.1310539710997
11895,6,2001,27170,Petrol,97,1,0,1400,5,4,1060,570.618546904181
9950,3,2001,27141,Petrol,97,1,0,1400,5,4,1060,533.2430627559173
12450,7,2001,26262,Petrol,110,1,0,1600,5,4,1075,583.545314256661
12500,7,2001,26000,Petrol,97,1,0,1400,5,4,1060,600.6158707430109
14950,2,2001,25228,Petrol,110,1,0,1600,3,4,1045,787.3472678050858
13750,6,2001,25062,Petrol,110,1,0,1600,5,4,1080,676.0384356468256
12695,6,2001,24723,Petrol,110,1,1,1600,4,4,1060,589.4965682322022
14990,12,2001,24650,Petrol,110,1,0,1600,3,4,1055,718.6828481523286
12750,2,2001,24553,Petrol,110,1,0,1600,5,4,1080,590.7241522762964
14350,4,2001,24475,Petrol,110,1,0,1600,5,4,1030,748.2305798758053
12950,6,2001,24444,Petrol,110,1,0,1600,3,4,1040,614.9947415822593
11500,10,2001,24011,Petrol,97,0,0,1400,3,4,1025,667.8267527232399
11950,4,2001,24000,Petrol,97,1,0,1400,3,4,1025,626.5190927304214
13450,5,2001,23616,Petrol,110,1,0,1600,5,4,1075,664.494008913438
12900,7,2001,22865,Petrol,110,1,0,1600,5,4,1075,671.7716996607467
10500,4,2001,22780,Petrol,86,1,0,1300,5,4,1035,541.7240297799634
10950,10,2001,21904,Petrol,97,0,0,1400,3,4,1025,532.948136967436
11950,4,2001,21651,Petrol,97,0,0,1400,3,4,1025,597.119861649583
11450,8,2001,21500,Petrol,110,1,0,1600,5,4,1030,601.5727622789994
13250,1,2001,21027,Petrol,110,1,0,1600,5,4,1080,632.4397501839941
10250,6,2001,18500,Petrol,110,0,0,1600,4,4,1030,518.9965644345311
13995,10,2001,18000,Petrol,110,1,0,1600,5,4,1075,689.2263774688786
11950,5,2001,17051,Petrol,97,0,0,1400,5,4,1060,609.8056400941047
13250,12,2001,16512,Petrol,97,1,0,1400,5,4,1085,683.6102717041939
12950,5,2001,16325,Petrol,110,1,0,1600,5,4,1080,640.5969263163962
11750,7,2001,16000,Petrol,97,1,0,1400,5,4,1060,556.2651804811435
11500,6,2001,12000,Petrol,110,1,0,1600,5,4,1075,561.6911998604219
13500,2,2001,10000,Petrol,97,1,0,1400,5,4,1060,705.8270374225787
6500,4,2000,216000,Diesel,69,0,0,1900,3,4,1110,351.1261491891383
6400,6,2000,198167,Diesel,69,0,0,1900,4,4,1095,329.84634520266167
7000,4,2000,176000,Diesel,69,0,0,1900,3,4,1105,267.0482364551692
7750,3,2000,174139,Diesel,72,1,0,2000,4,4,1100,372.4374038647242
8900,12,2000,174000,Diesel,69,1,0,1900,5,4,1095,463.46837787037396
8500,2,2000,150000,CNG,110,1,0,1600,3,4,1075,435.37818140125046
8950,3,2000,149329,Diesel,72,1,0,2000,5,4,1135,411.77419142492
9900,6,2000,146736,Petrol,110,1,0,1600,5,4,1080,484.60708537401683
10250,4,2000,143513,Diesel,69,0,0,1900,5,4,1140,481.842007518696
9250,9,2000,142130,CNG,110,0,0,1600,5,4,1119,493.6901071659026
7750,9,2000,140700,Diesel,69,1,0,1900,5,4,1110,351.81533145397685
9450,3,2000,138394,Diesel,69,1,0,1900,4,4,1095,506.5636570354292
7750,2,2000,137000,Diesel,72,1,0,2000,5,4,1135,397.39723884058276
8250,5,2000,135258,Diesel,69,1,0,1900,5,4,1140,362.55200774042265
9950,8,2000,131364,Petrol,110,1,0,1600,5,4,1075,461.5131735676916
4450,1,2000,129155,Diesel,69,0,0,1800,5,4,1110,217.71040727454817
9950,7,2000,126110,Petrol,110,0,0,1600,3,4,1055,547.8193978741298
9000,9,2000,119742,Petrol,110,1,0,1600,5,4,1080,392.8092968339287
9950,4,2000,117913,Diesel,69,1,0,1900,5,4,1110,498.00931682961334
12450,10,2000,117430,Diesel,90,1,0,2000,3,4,1165,666.2010332466492
10500,2,2000,117175,Petrol,110,1,0,1600,4,4,1035,546.5771068626025
10750,3,2000,115558,Petrol,110,1,0,1600,4,4,1035,539.3967049879351
8950,4,2000,115113,Petrol,97,1,0,1400,3,4,1025,432.53404628438733
10500,3,2000,115046,Diesel,69,1,0,1900,5,4,1140,497.8537398697161
5150,1,2000,113997,Diesel,72,1,0,2000,5,4,1135,220.62724438931127
10950,8,2000,107859,Petrol,97,0,0,1400,5,4,1060,500.25997830635697
9450,5,2000,104805,Petrol,97,1,0,1400,3,4,1025,465.57831023039193
9950,3,2000,103454,Petrol,110,1,0,1600,5,4,1075,508.1801924769142
10950,6,2000,103018,Diesel,69,0,0,1900,5,4,1140,581.9244842589205
11900,10,2000,102352,Petrol,110,1,0,1600,5,4,1080,595.1482949273446
9950,7,2000,102030,Petrol,97,1,0,1400,5,4,1060,460.0200631656932
11950,3,2000,101352,Petrol,110,0,0,1600,5,4,1080,605.6384975694995
7900,7,2000,99865,Petrol,110,1,0,1600,4,4,1035,398.75594063019435
10950,5,2000,99323,Petrol,110,1,0,1600,3,4,1055,560.1009686415636
8950,9,2000,98100,Diesel,69,1,0,1900,5,4,1140,472.7375797039347
11950,6,2000,98040,Petrol,110,0,0,1600,5,4,1080,652.4052574596594
10900,8,2000,97600,Petrol,110,1,0,1600,3,4,1045,559.8233934684447
9950,2,2000,97234,Petrol,110,0,0,1600,5,4,1080,525.5640681567594
9950,6,2000,96135,Diesel,72,0,0,2000,3,4,1115,519.700143639776
10950,3,2000,96100,Petrol,110,1,0,1600,5,4,1080,575.5767676611615
8950,2,2000,94401,Diesel,72,0,0,2000,3,4,1115,449.0413784310523
8950,2,2000,94122,Petrol,86,1,0,1300,3,4,1015,404.8251906539788
10500,8,2000,91340,Petrol,110,1,0,1600,3,4,1055,539.3482477998647
8950,4,2000,90200,Petrol,97,0,0,1400,3,4,1025,502.55468754080124
9250,4,2000,90097,Diesel,69,1,0,1900,5,4,1140,448.07093218661254
11500,9,2000,89049,Petrol,97,1,0,1400,5,4,1060,587.0240641776836
9750,5,2000,89000,Petrol,110,0,0,1600,5,4,1075,483.5546762392792
9950,12,2000,87274,Petrol,110,1,0,1600,3,4,1040,454.625315685762
11450,8,2000,86221,Petrol,110,0,0,1600,3,4,1045,587.134888981994
12500,3,2000,84598,Petrol,110,0,0,1600,5,4,1075,629.0488658951997
10500,7,2000,83567,Petrol,110,0,0,1600,5,4,1075,547.9913657356605
12950,7,2000,83106,Petrol,110,1,0,1600,5,4,1075,690.8167622482325
12200,7,2000,82805,Petrol,110,1,0,1600,3,4,1040,597.6809590974718
10950,7,2000,82735,Petrol,97,1,0,1400,3,4,1030,536.949218724685
10950,3,2000,81905,Petrol,110,1,0,1600,5,4,1105,545.5893435432992
11290,8,2000,80320,Petrol,110,1,1,1600,3,4,1070,552.2871428587247
10750,8,2000,80090,Petrol,97,1,0,1400,3,4,1030,593.658712688473
10895,4,2000,79800,Petrol,110,0,0,1600,5,4,1075,526.691432920606
11500,10,2000,78785,CNG,110,1,0,1600,5,4,1119,623.4984047417469
9750,9,2000,78600,Petrol,110,1,0,1600,5,4,1075,504.1853739087555
10250,2,2000,77780,Petrol,110,0,0,1600,3,4,1040,424.63299482624615
12500,8,2000,77648,Petrol,110,0,0,1600,4,4,1030,605.2424919294524
11950,3,2000,77270,Petrol,110,1,0,1600,4,4,1035,580.8004891067089
10750,7,2000,76167,Petrol,97,1,0,1400,5,4,1060,548.2681909703692
11450,11,2000,75249,Petrol,110,1,0,1600,4,4,1035,602.3672226869278
11950,3,2000,75231,Petrol,110,1,0,1600,5,4,1080,641.0974976006556
11750,9,2000,75045,Petrol,110,1,0,1600,3,4,1055,554.2183554637669
10950,7,2000,74849,Petrol,110,1,1,1600,4,4,1060,594.258541121495
11950,2,2000,74715,Petrol,110,1,0,1600,5,4,1080,606.1648882345582
10995,8,2000,74656,Diesel,69,0,0,1900,3,4,1105,496.40978237656395
11450,1,2000,74500,Petrol,97,0,0,1400,3,4,1025,533.9289205625382
8900,8,2000,74494,Petrol,110,1,0,1600,5,4,1075,445.99872507259994
10500,7,2000,73634,Petrol,110,0,0,1587,5,4,1075,526.834627205475
11750,10,2000,73403,Petrol,110,1,0,1600,5,4,1075,580.4830802489865
11450,8,2000,73175,Petrol,97,1,0,1400,3,4,1030,592.1361436933659
12000,5,2000,73000,Petrol,110,0,0,1600,3,4,1055,641.0457094455736
11950,7,2000,72242,Petrol,110,0,1,1600,3,4,1070,628.2908767314125
9850,4,2000,72000,Petrol,97,1,0,1400,3,4,1025,490.7716590337166
10950,3,2000,71725,Petrol,110,1,0,1600,4,4,1035,534.1273955050663
10950,3,2000,71276,Petrol,110,0,0,1600,5,4,1080,539.5052534821936
8695,7,2000,70440,Diesel,69,1,0,1900,3,4,1105,404.2449808776135
10990,4,2000,70239,Petrol,110,0,0,1600,3,4,1040,543.8758602837331
9500,2,2000,69813,Petrol,97,1,0,1400,3,4,1025,504.58358016745245
11950,8,2000,69659,Petrol,86,0,0,1300,3,4,1025,655.7898312990901
10750,11,2000,69574,Petrol,97,0,0,1400,5,4,1065,549.9406835258723
8750,10,2000,69000,Diesel,69,1,0,1900,5,4,1140,389.624196667378
8750,8,2000,68565,Petrol,110,1,0,1600,4,4,1030,425.53246189298187
11450,2,2000,68520,Diesel,72,1,0,2000,3,4,1115,602.014684964303
9950,11,2000,68414,Petrol,97,0,0,1400,3,4,1025,551.4042738501753
11950,1,2000,66777,Petrol,110,0,0,1600,5,4,1090,626.8098014210211
13950,5,2000,66527,Petrol,110,1,0,1600,5,4,1080,691.2199405408546
11250,3,2000,66063,Petrol,110,1,0,1600,5,4,1090,537.8771122095678
10900,7,2000,65471,Petrol,97,1,0,1400,5,4,1060,493.2376084838923
9750,1,2000,65400,Petrol,97,1,0,1400,3,4,1025,471.67149510009517
9950,5,2000,65170,Petrol,97,1,0,1400,3,4,1025,468.5035334256406
11950,1,2000,65000,Petrol,110,1,0,1600,5,4,1075,568.7489350818264
10450,9,2000,64193,Petrol,110,1,0,1600,3,4,1040,493.97073124403505
8950,3,2000,64000,Petrol,97,1,0,1400,3,4,1025,486.7270581174166
10250,3,2000,63792,Petrol,110,1,0,1600,5,4,1075,563.1183918462866
9930,4,2000,63635,Petrol,110,1,0,1600,4,4,1035,466.52133104831654
10500,3,2000,63135,Petrol,110,1,0,1600,3,4,1050,559.6094761981198
11950,3,2000,63123,Petrol,110,1,0,1600,4,4,1035,632.7078996370984
11500,9,2000,63000,Diesel,69,1,0,1900,5,4,1140,562.7555566760318
11500,2,2000,63000,Petrol,110,0,0,1600,4,4,1035,562.673404036791
11450,3,2000,62987,Petrol,110,0,0,1600,5,4,1080,568.1503220940456
9900,1,2000,62751,Petrol,110,0,0,1600,3,4,1050,494.6569567186448
9500,3,2000,62519,Petrol,97,0,0,1400,3,4,1025,495.8407338689868
10500,7,2000,62280,Petrol,97,1,0,1400,5,4,1060,569.9265767025629
10750,7,2000,61672,Petrol,110,0,0,1600,5,4,1075,565.972136381499
8950,3,2000,61000,Diesel,69,0,0,2000,5,4,1140,438.9362120597826
12000,1,2000,61000,Petrol,110,1,0,1600,3,4,1050,645.2725845497322
9940,4,2000,60558,Petrol,110,1,0,1600,4,4,1105,537.5933735669574
10950,10,2000,60348,Petrol,110,0,0,1600,4,4,1030,577.0768005014995
10750,3,2000,60239,Petrol,110,1,0,1600,5,4,1075,539.9401407592319
9799,6,2000,59000,Petrol,97,1,0,1400,3,4,1025,486.64667207726967
11750,6,2000,58761,Petrol,97,0,0,1300,5,4,1060,551.5740112867375
11950,3,2000,58745,Petrol,110,1,0,1600,4,4,1035,615.8955949825594
11250,5,2000,58596,Petrol,110,1,0,1600,3,4,1045,499.89767284762013
11750,3,2000,58530,Petrol,110,0,0,1600,5,4,1075,581.912520340149
10950,2,2000,58377,Petrol,110,1,0,1600,3,4,1050,563.4715829139299
11250,1,2000,58142,Petrol,110,1,0,1600,5,4,1080,548.942154840114
9950,4,2000,57948,Petrol,97,1,0,1400,3,4,1025,451.5453452378482
9700,6,2000,57645,Petrol,110,0,0,1600,5,4,1080,448.75607942052875
11950,10,2000,57500,Petrol,110,1,0,1600,4,4,1105,551.927629529166
9900,4,2000,57475,Petrol,110,0,0,1600,3,4,1040,496.12812493454123
9990,2,2000,56743,Petrol,110,0,0,1600,3,4,1045,491.75688962602055
9475,9,2000,56675,Petrol,97,1,0,1400,3,4,1025,528.1173709182301
11500,3,2000,55877,Petrol,110,1,0,1600,5,4,1075,588.3080491432643
11950,4,2000,55500,Petrol,110,1,0,1600,4,4,1035,566.1751645159269
11500,2,2000,54900,Petrol,97,1,0,1400,5,4,1060,567.5790843186252
10500,7,2000,54465,Petrol,110,0,0,1600,5,4,1075,520.4582554959194
10900,11,2000,53700,Petrol,97,1,0,1400,5,4,1060,542.7110455336921
11700,5,2000,53561,Petrol,97,1,0,1400,5,4,1060,570.2306334176692
11900,6,2000,53408,Petrol,110,1,0,1600,5,4,1080,604.7183467067509
13950,6,2000,53268,Petrol,110,1,0,1600,5,4,1080,634.8100010861173
10950,8,2000,53116,Petrol,97,1,0,1400,3,4,1025,520.2129007685536
10500,1,2000,52448,Petrol,97,0,0,1400,3,4,1025,563.617367856518
10750,2,2000,52149,Petrol,97,1,0,1400,3,4,1085,538.3694098639903
11950,2,2000,52141,Petrol,110,1,0,1600,5,4,1070,601.711141611039
10000,1,2000,52000,Petrol,97,0,0,1400,3,4,1025,514.6077115113995
10495,9,2000,50967,Petrol,97,1,0,1400,5,4,1060,502.73665635159625
11450,7,2000,50400,Petrol,110,0,0,1600,5,4,1080,558.5499012580514
9400,3,2000,50000,Petrol,97,1,0,1400,3,4,1025,497.4852105588973
11950,6,2000,50000,Petrol,86,1,0,1300,5,4,1045,632.8482647336391
9650,4,2000,49969,Petrol,110,0,0,1600,5,4,1075,549.8353084997057
18950,8,2000,49568,Petrol,110,1,0,1600,3,4,1105,1011.9408347429754
11450,6,2000,49473,Petrol,110,0,0,1600,3,4,1055,606.9664991246361
10250,5,2000,49432,Petrol,110,1,0,1600,3,4,1050,502.9226050563065
11450,9,2000,49417,Petrol,110,1,0,1600,3,4,1045,552.9994525297028
9950,3,2000,49366,Petrol,97,1,0,1400,3,4,1025,520.699178348597
10500,1,2000,48731,Petrol,110,1,0,1600,3,4,1055,496.5898210451314
13750,3,2000,48370,Petrol,110,1,0,1600,5,4,1080,649.0169469743046
9950,9,2000,48071,Petrol,97,0,0,1400,3,4,1025,512.575194901885
10250,3,2000,47852,Petrol,110,1,0,1600,4,4,1030,531.2790317265021
10850,3,2000,47768,Petrol,110,0,0,1600,3,4,1055,557.8573744850315
11895,5,2000,47689,Petrol,110,0,0,1600,5,4,1075,587.9369081983166
12950,4,2000,47451,Petrol,110,1,0,1600,3,4,1055,607.1200859566655
11950,7,2000,47219,Petrol,110,1,0,1600,5,4,1080,566.7848062952909
10750,1,2000,47211,Petrol,110,1,0,1600,5,4,1070,565.613413562638
9550,3,2000,46856,Petrol,97,0,0,1400,5,4,1060,487.0901071376999
10950,1,2000,46500,Petrol,86,0,0,1300,5,4,1035,497.45978930608277
11750,5,2000,46449,Petrol,110,1,0,1600,4,4,1035,560.7501652033806
10950,10,2000,46391,Petrol,110,0,0,1600,5,4,1075,562.1551735051173
12450,3,2000,46230,Petrol,110,1,0,1600,3,4,1055,664.2864417647356
10500,5,2000,46029,Petrol,110,1,0,1600,4,4,1030,546.0583118890289
10900,7,2000,46000,Petrol,97,0,0,1400,3,4,1025,526.6478007656467
12950,7,2000,45900,Petrol,110,1,0,1600,5,4,1075,650.4288905895302
10950,10,2000,45850,Petrol,97,0,0,1400,5,4,1060,571.5285576181012
12500,1,2000,45336,Petrol,110,1,0,1600,5,4,1080,648.972121431222
9950,2,2000,44537,Petrol,97,0,0,1400,3,4,1025,524.6360224422583
10750,1,2000,43700,Petrol,86,1,0,1300,3,4,1025,523.3446843231
12500,9,2000,43120,Petrol,97,1,0,1400,3,4,1030,665.006938616727
10450,8,2000,41710,Petrol,110,0,0,1600,3,4,1040,506.33068192957865
10750,5,2000,41700,Petrol,97,1,0,1400,3,4,1025,563.8405790413736
12950,8,2000,41636,Petrol,110,1,0,1600,5,4,1105,627.8875254225879
10995,7,2000,41273,Petrol,97,0,0,1400,5,4,1060,542.5437736953767
11950,8,2000,40836,Petrol,110,0,1,1600,3,4,1075,629.8834297792471
11250,7,2000,40400,Petrol,97,1,0,1400,5,4,1060,541.6701870271573
11950,10,2000,40361,Petrol,110,1,0,1600,5,4,1090,580.2846778042675
13750,3,2000,40325,Petrol,86,0,0,1300,5,4,1045,677.3159891105557
11000,10,2000,40000,Petrol,110,0,0,1600,5,4,1080,543.8756575135789
13500,7,2000,39706,Petrol,110,1,0,1600,5,4,1080,697.2562979067949
10950,3,2000,39291,Petrol,110,1,0,1600,3,4,1040,565.4182034155199
10750,3,2000,39000,Petrol,97,0,0,1400,3,4,1025,521.6843866566526
8950,10,2000,38900,Petrol,97,1,0,1400,3,4,1025,450.22015806998945
12950,6,2000,38403,Petrol,110,0,0,1600,3,4,1055,678.1720411555715
9750,1,2000,37461,Petrol,97,0,0,1400,3,4,1025,471.41226194782894
10900,3,2000,37000,Petrol,97,1,0,1400,3,4,1025,580.9600741288472
10995,2,2000,36406,Petrol,110,1,0,1600,4,4,1035,534.3923310307282
10750,9,2000,36005,Petrol,97,1,0,1400,5,4,1065,552.740984691509
10950,5,2000,36000,Petrol,110,1,0,1600,5,4,1075,532.2405254715658
13000,8,2000,36000,Petrol,110,0,0,1600,5,4,1080,766.0684739025637
12950,12,2000,36000,Petrol,110,1,1,1600,3,4,1070,669.3121266958656
11500,5,2000,35823,Petrol,110,0,0,1600,5,4,1075,633.7124559927001
10950,1,2000,35230,Petrol,97,0,0,1400,3,4,1025,586.0040876396373
11710,9,2000,35142,Petrol,110,0,0,1600,3,4,1055,605.2176865886737
9980,8,2000,34890,Petrol,97,0,0,1400,3,4,1025,512.6451388509328
12250,6,2000,34882,Petrol,110,1,0,1600,5,4,1075,606.747885866961
11500,11,2000,34000,Petrol,110,1,0,1600,5,4,1075,597.6813217691456
11950,1,2000,33998,Petrol,110,0,0,1600,5,4,1080,568.2148243057069
11500,2,2000,33230,Petrol,110,0,0,1600,3,4,1050,545.1167871294122
11900,11,2000,33021,Petrol,110,1,0,1600,5,4,1080,641.7571961508961
11930,8,2000,31999,Petrol,97,0,0,1400,3,4,1030,589.0849943301616
10500,5,2000,31579,Petrol,97,0,0,1400,3,4,1025,536.7683548926217
8950,1,2000,31000,Petrol,97,0,0,1400,3,4,1025,443.79375912180404
10450,11,2000,30806,Petrol,97,1,0,1400,5,4,1060,534.9892367226565
10500,2,2000,30461,Petrol,86,1,0,1300,5,4,1050,554.9166126042247
12950,7,2000,29686,Petrol,110,1,1,1600,3,4,1075,674.5722457551781
9950,2,2000,29650,Petrol,86,0,0,1300,3,4,1025,462.448926080491
12900,5,2000,29500,Petrol,110,1,0,1600,3,4,1055,677.0329893530451
9950,9,2000,28656,Petrol,97,0,0,1400,3,4,1085,562.5562726232347
9950,2,2000,27500,Petrol,97,1,0,1400,3,4,1025,471.46105659770984
10950,9,2000,26938,Petrol,110,1,0,1600,3,4,1040,522.8257974340065
10950,4,2000,26624,Petrol,97,0,0,1400,5,4,1060,551.8831719634952
9950,10,2000,26221,Petrol,97,1,0,1400,3,4,1025,482.24381585140594
10950,7,2000,22648,Petrol,97,1,0,1400,5,4,1060,527.322652837486
10800,7,2000,22500,Petrol,97,1,0,1400,3,4,1025,536.264471227145
10500,1,2000,19313,Petrol,97,0,0,1400,3,4,1025,472.6082727202223
10450,7,2000,17619,Petrol,110,0,0,1600,4,4,1030,537.2040304230088
10600,6,2000,17069,Petrol,97,1,0,1400,3,4,1025,554.0576299414595
10450,9,2000,15000,Petrol,97,1,0,1400,3,4,1025,616.6350173743865
12950,7,2000,10210,Petrol,97,0,0,1400,5,4,1065,664.8595628712641
11250,10,2000,5309,Petrol,110,1,1,1600,3,4,1070,561.2613698304881
7500,7,2000,1,Diesel,90,1,0,2000,3,4,1260,424.6000355011137
8950,5,2000,31000,Petrol,97,0,0,1398,3,4,1025,487.1744249339065
6950,11,1999,205000,Diesel,72,1,0,2000,4,4,1100,344.2887397927341
7900,1,1999,204250,Diesel,72,0,0,2000,3,4,1115,403.65059462047765
5950,1,1999,194545,Petrol,86,0,0,1300,4,4,1000,288.35736862044575
7500,10,1999,190900,Diesel,72,1,0,2000,3,4,1115,386.45847922383274
7500,7,1999,183500,Diesel,72,1,0,2000,5,4,1140,346.6311281802403
6900,4,1999,176184,Diesel,72,1,0,2000,3,4,1115,322.44494206858917
5751,2,1999,174833,Diesel,72,0,0,2000,4,4,1100,335.05912143869097
6950,1,1999,155720,Petrol,86,1,0,1300,3,4,1015,353.1464787999044
7950,2,1999,155500,Petrol,110,1,0,1600,5,4,1050,414.9837872613078
7750,10,1999,154783,Diesel,72,1,0,2000,3,4,1120,332.65722952407225
7950,5,1999,154462,Diesel,72,1,0,2000,5,4,1135,355.53831347141164
8250,5,1999,150585,Petrol,110,1,0,1600,3,4,1065,390.8259407069042
6250,2,1999,149000,Diesel,90,1,0,2000,5,4,1135,292.6907964649846
9500,7,1999,147636,Diesel,72,0,0,2000,5,4,1135,445.6697180246918
6900,10,1999,144521,Diesel,72,1,0,2000,5,4,1135,312.37319322002435
8450,5,1999,144000,CNG,110,1,0,1600,3,4,1065,409.8041277254396
7350,4,1999,140168,Diesel,72,1,0,2000,3,4,1115,338.59779566425743
8950,1,1999,140000,Petrol,110,1,0,1600,5,4,1085,438.395761404817
6900,9,1999,139800,Diesel,72,0,0,2000,3,4,1115,350.89556144982254
8950,10,1999,137050,CNG,110,1,0,1600,3,4,1078,452.21300305763936
8750,8,1999,136956,Petrol,110,0,0,1600,3,4,1065,442.58950253959085
7950,2,1999,135337,CNG,110,1,0,1600,5,4,1120,416.9752379047725
8950,5,1999,133769,Diesel,72,1,0,2000,3,4,1120,479.8813346482684
8950,11,1999,133405,Diesel,72,1,0,2000,5,4,1135,434.90938446992794
8950,4,1999,132807,Diesel,72,1,0,2000,5,4,1135,460.72482988140285
7950,5,1999,132393,Diesel,72,0,0,2000,5,4,1135,348.9046846073903
7750,9,1999,130270,Petrol,110,0,0,1600,3,4,1050,325.62784855570357
7500,10,1999,130000,Diesel,72,1,0,2000,4,4,1135,397.5354870075579
8950,2,1999,127000,Diesel,72,1,0,2000,5,4,1135,418.19329836915784
9800,2,1999,126800,Diesel,72,0,0,2000,5,4,1135,465.58130248879036
9450,3,1999,126452,Petrol,110,1,0,1600,5,4,1085,501.6964887557791
8950,7,1999,125175,Diesel,116,0,0,2000,5,4,1150,454.8202667332133
8750,1,1999,125000,Diesel,72,1,0,2000,3,4,1115,394.1177484739783
10500,8,1999,123000,Diesel,72,0,0,2000,5,4,1135,536.869767926574
7995,10,1999,121626,Petrol,86,0,0,1300,5,4,1050,429.69031578490643
10450,5,1999,120400,Petrol,110,0,0,1600,5,4,1090,561.0626215538441
9950,3,1999,120000,Diesel,72,0,0,2000,4,4,1100,514.4055618444121
9950,1,1999,119541,Petrol,110,0,0,1600,3,4,1055,509.2959734498324
8950,1,1999,119500,Petrol,110,1,0,1600,5,4,1070,456.8365574734404
7950,1,1999,119289,Petrol,110,1,0,1600,4,4,1035,411.4561658499353
10950,12,1999,118833,Petrol,110,0,0,1600,3,4,1065,566.5530355078192
9950,5,1999,118000,Diesel,72,1,0,2000,5,4,1150,558.7800562600576
8600,1,1999,117955,Petrol,110,1,1,1600,4,4,1065,468.43250160272106
7250,4,1999,117609,Petrol,86,0,0,1300,3,4,1015,395.6398111208688
6950,1,1999,117000,Diesel,72,0,0,2000,3,4,1115,348.21022020789644
8000,5,1999,116000,Petrol,86,0,0,1300,5,4,1045,421.2577229983575
9950,11,1999,115715,Petrol,110,0,0,1600,5,4,1070,475.44142489158384
9450,9,1999,115191,CNG,110,1,0,1600,4,4,1079,444.74239981768
7950,1,1999,115071,Petrol,110,1,0,1600,3,4,1055,395.37687055587344
9450,6,1999,115000,CNG,110,0,0,1600,3,4,1109,466.4586753587943
9950,5,1999,114846,Petrol,110,1,0,1600,5,4,1075,452.4286940318294
6950,4,1999,114383,Diesel,90,0,0,2000,3,4,1260,369.409741962495
8250,10,1999,113700,Petrol,110,1,0,1600,5,4,1065,420.03938023653404
9950,2,1999,113118,Petrol,86,1,0,1300,3,4,1020,520.0251269655935
8250,10,1999,112827,Petrol,86,1,0,1300,5,4,1040,398.5614401095763
9950,1,1999,112116,Petrol,110,1,0,1600,5,4,1070,452.96571370899954
10500,3,1999,112000,Petrol,110,1,0,1600,3,4,1065,491.4691036514203
7950,7,1999,112000,Diesel,72,0,0,2000,4,4,1135,413.0663680323877
9750,4,1999,111769,Petrol,110,0,0,1600,3,4,1065,516.733289564408
9250,8,1999,110853,Petrol,110,1,0,1600,5,4,1070,517.7346689200912
9500,1,1999,110287,Petrol,110,1,0,1600,3,4,1050,481.888023795873
9950,7,1999,109547,Petrol,110,0,0,1600,5,4,1075,491.83567190916204
7750,6,1999,109230,Petrol,110,0,0,1600,3,4,1050,393.4516258010623
9500,1,1999,109150,Petrol,110,0,0,1600,5,4,1075,468.01350021594646
9950,2,1999,108793,Petrol,110,1,0,1600,4,4,1035,533.5384784592022
9750,5,1999,106784,Petrol,110,0,1,1600,3,4,1050,453.32710082484624
9750,11,1999,105942,Petrol,86,0,0,1300,5,4,1040,479.10976928887976
5950,10,1999,105000,Petrol,86,1,0,1300,3,4,1015,299.08403214077066
8500,7,1999,105000,Petrol,86,0,0,1300,5,4,1040,416.71804308122694
8495,1,1999,104299,Petrol,110,1,0,1600,5,4,1085,499.197747029465
9250,2,1999,104000,Petrol,86,0,0,1300,3,4,1020,461.37272544290886
6900,1,1999,104000,Petrol,86,1,0,1300,3,4,1015,344.68734553733174
8950,11,1999,103458,Petrol,86,1,0,1300,3,4,1025,444.95487484735804
9500,6,1999,103400,Petrol,110,1,0,1600,5,4,1075,456.80597175193213
9250,6,1999,102807,Petrol,86,0,0,1300,5,4,1055,493.71921364130316
9895,1,1999,102494,Petrol,110,0,0,1600,5,4,1090,460.83512340484356
9950,12,1999,102300,Diesel,72,1,0,2000,5,4,1135,496.1114787015332
7950,8,1999,102106,Petrol,110,0,0,1600,3,4,1050,363.0342154964878
8750,1,1999,101889,Petrol,110,1,0,1600,5,4,1075,432.8212884103801
8250,12,1999,101791,Diesel,72,0,0,2000,3,4,1115,431.7407770724268
8950,6,1999,101469,Petrol,110,1,0,1600,3,4,1065,477.0773934292338
8950,1,1999,101001,Petrol,110,0,0,1600,5,4,1075,421.6365519357443
8950,8,1999,100748,Petrol,110,0,0,1600,5,4,1070,456.9635213933683
8950,4,1999,100550,Petrol,110,1,0,1600,5,4,1075,446.3903658141615
9450,2,1999,99781,Petrol,110,1,0,1600,5,4,1085,432.96441469020516
8950,10,1999,98658,Petrol,86,1,0,1300,3,4,1020,478.38536430678175
9250,4,1999,98500,Petrol,110,1,0,1600,5,4,1075,470.8696373391683
8750,5,1999,98291,Petrol,86,0,0,1300,4,4,1000,494.68420589832164
9950,8,1999,97648,Petrol,110,1,0,1600,3,4,1065,443.760399523854
9950,8,1999,97425,Petrol,110,1,0,1600,5,4,1075,510.729506002687
9900,4,1999,97173,Petrol,86,0,0,1300,3,4,1015,474.3545942500304
8950,3,1999,97046,Petrol,86,1,0,1300,4,4,1000,443.2133950164773
